#      time         order        q_cool       q_equip      q_heat       q_light      q_loss       q_occ        qintw        ql_a         qventil      qwcb         qwind     
  11.75131461       1.0000       0.0000       3627.0       5743.1       4836.0       0.0000       3322.1      -13.634       0.0000      -7901.4      -9562.2      -71.046    
  13.25131461       1.0000       0.0000       3627.0       5653.6       4836.0       0.0000       3350.5      -14.365       0.0000      -7902.1      -9494.3      -76.702    
  14.75131461       1.0000       0.0000       3627.0       5626.1       4836.0       0.0000       3363.0     -6.11145E-02   0.0000      -7902.0      -9371.6      -193.83    
  16.25131461       1.0000       0.0000       3627.0       5560.6       4836.0       0.0000       3360.3      -12.566       0.0000      -7901.9      -9267.9      -211.98    
  17.75131461       1.0000       0.0000       3627.0       5459.8       4836.0       0.0000       3361.7      -23.838       0.0000      -7902.2      -9159.8      -210.44    
  19.25131461       1.0000       0.0000       3627.0       5364.4       4836.0       0.0000       3361.3      -31.007       0.0000      -7902.1      -9053.2      -213.62    
  20.75131461       1.0000       0.0000       3627.0       5291.9       4836.0       0.0000       3349.9      -34.473       0.0000      -7901.6      -8955.8      -220.77    
  22.25131461       1.0000       0.0000       3627.0       5221.4       4836.0       0.0000       3341.4      -34.918       0.0000      -7901.4      -8872.2      -226.03    
  23.75131461       1.0000       0.0000       3627.0       5164.4       4836.0       0.0000       3333.7      -33.033       0.0000      -7901.2      -8805.8      -230.33    
  23.98178839       1.0000       0.0000       3627.0       5156.3       4836.0       0.0000       3332.5      -32.656       0.0000      -7901.1      -8795.9      -231.21    
  23.98178839       1.0000       0.0000       3627.0       5156.3       4836.0       0.0000       3332.5      -32.656       0.0000      -7901.1      -8795.9      -231.21    
  26.02334358       1.0000       0.0000       3627.0       5121.7       4836.0       0.0000       3315.8      -26.699       0.0000      -7900.3      -8734.2      -244.64    
  27.52334358       1.0000       0.0000       3627.0       5090.0       4836.0       0.0000       3314.0      -21.381       0.0000      -7900.6      -8713.4      -242.65    
  29.02334358       1.0000       0.0000       3627.0       5057.6       4836.0       0.0000       3322.9      -16.677       0.0000      -7900.9      -8705.1      -235.16    
  30.52334358       1.0000       0.0000       3627.0       5046.9       4836.0       0.0000       3326.5      -12.647       0.0000      -7900.9      -8702.6      -233.03    
  32.02334358       1.0000       0.0000       3627.0       5041.0       4836.0       0.0000       3330.2      -9.2948       0.0000      -7901.0      -8701.9      -234.70    
  33.52334358       1.0000       0.0000       3627.0       4978.8       4836.0       0.0000       3349.6      -14.934       0.0000      -7901.9      -8703.0      -189.04    
  35.02334358       1.0000       0.0000       3627.0       4879.6       4836.0       0.0000       3359.7      -37.276       0.0000      -7902.2      -8706.3      -70.928    
  36.52334358       1.0000       0.0000       3627.0       4799.3       4836.0       0.0000       3359.6      -42.464       0.0000      -7902.0      -8665.4      -23.310    
  38.02334358       1.0000       0.0000       3627.0       4697.2       4836.0       0.0000       3362.8      -44.526       0.0000      -7902.2      -8621.8       33.204    
  39.52334358       1.0000       0.0000       3627.0       4748.5       4836.0       0.0000       3359.6      0.68916       0.0000      -7901.4      -8467.6      -213.34    
  41.02334358       1.0000       0.0000       3627.0       4743.9       4836.0       0.0000       3342.8      -7.2193       0.0000      -7901.1      -8423.9      -223.58    
  42.52334358       1.0000       0.0000       3627.0       4734.4       4836.0       0.0000       3330.6      -8.2322       0.0000      -7900.9      -8390.5      -236.21    
  44.02334358       1.0000       0.0000       3627.0       4729.7       4836.0       0.0000       3319.8      -7.0010       0.0000      -7900.6      -8376.3      -236.94    
  45.52334358       1.0000       0.0000       3627.0       4739.3       4836.0       0.0000       3312.9      -3.5844       0.0000      -7900.3      -8379.4      -241.38    
  47.02334358       1.0000       0.0000       3627.0       4831.5       4836.0       0.0000       3279.6       4.0136       0.0000      -7898.9      -8408.4      -272.51    
  47.99019432       1.0000       0.0000       3627.0       4889.0       4836.0       0.0000       3261.1       9.7373       0.0000      -7898.5      -8440.1      -287.49    
  47.99019432       1.0000       0.0000       3627.0       4889.0       4836.0       0.0000       3261.1       9.7373       0.0000      -7898.5      -8440.1      -287.49    
  50.39019432       1.0000       0.0000       3627.0       4985.2       4836.0       0.0000       3268.6       23.703       0.0000      -7899.1      -8576.5      -279.33    
  51.89019432       1.0000       0.0000       3627.0       5096.9       4836.0       0.0000       3265.5       31.734       0.0000      -7898.7      -8685.1      -284.47    
  53.39019432       1.0000       0.0000       3627.0       5284.3       4836.0       0.0000       3239.7       42.138       0.0000      -7897.5      -8812.9      -323.05    
  54.89019432       1.0000       0.0000       3627.0       5450.7       4836.0       0.0000       3227.1       52.311       0.0000      -7897.4      -8966.5      -337.60    
  56.39019432       1.0000       0.0000       3627.0       5630.5       4836.0       0.0000       3219.5       62.262       0.0000      -7897.1      -9144.6      -343.54    
  57.89019432       1.0000       0.0000       3627.0       5742.6       4836.0       0.0000       3224.7       52.553       0.0000      -7897.7      -9349.9      -249.03    
  59.39019432       1.0000       0.0000       3627.0       5772.7       4836.0       0.0000       3236.3       26.872       0.0000      -7898.4      -9558.4      -57.794    
  60.89019432       1.0000       0.0000       3627.0       5910.3       4836.0       0.0000       3240.7       47.949       0.0000      -7898.0      -9651.0      -126.51    
  62.39019432       1.0000       0.0000       3627.0       6077.0       4836.0       0.0000       3239.4       67.361       0.0000      -7897.8      -9727.4      -233.31    
  63.89019432       1.0000       0.0000       3627.0       6240.4       4836.0       0.0000       3234.5       76.193       0.0000      -7897.6      -9806.1      -321.10    
  65.39019432       1.0000       0.0000       3627.0       6404.7       4836.0       0.0000       3218.2       70.081       0.0000      -7897.1      -9916.8      -349.39    
  66.89019432       1.0000       0.0000       3627.0       6557.0       4836.0       0.0000       3211.2       68.801       0.0000      -7897.1      -10046.      -367.48    
  68.39019432       1.0000       0.0000       3627.0       6679.2       4836.0       0.0000       3216.0       67.838       0.0000      -7897.4      -10189.      -353.37    
  69.89019432       1.0000       0.0000       3627.0       6800.6       4836.0       0.0000       3224.7       66.827       0.0000      -7897.7      -10331.      -341.34    
  71.39019432       1.0000       0.0000       3627.0       6963.3       4836.0       0.0000       3218.4       66.778       0.0000      -7897.2      -10469.      -356.16    
  71.99174236       1.0000       0.0000       3627.0       7020.1       4836.0       0.0000       3216.3       66.143       0.0000      -7897.2      -10523.      -355.80    
  71.99174236       1.0000       0.0000       3627.0       7020.1       4836.0       0.0000       3216.3       66.143       0.0000      -7897.2      -10523.      -355.80    
  74.39174236       1.0000       0.0000       3627.0       7255.8       4836.0       0.0000       3210.4       65.976       0.0000      -7897.2      -10744.      -365.51    
  75.89174236       1.0000       0.0000       3627.0       7372.4       4836.0       0.0000       3212.9       64.274       0.0000      -7897.3      -10877.      -351.56    
  77.39174236       1.0000       0.0000       3627.0       7453.7       4836.0       0.0000       3223.6       59.445       0.0000      -7897.8      -10988.      -329.32    
  78.89174236       1.0000       0.0000       3627.0       7511.0       4836.0       0.0000       3235.5       51.583       0.0000      -7898.3      -11067.      -311.86    
  80.39174236       1.0000       0.0000       3627.0       7561.4       4836.0       0.0000       3239.2       42.215       0.0000      -7898.3      -11111.      -309.64    
  81.89174236       1.0000       0.0000       3627.0       7520.0       4836.0       0.0000       3250.2       19.342       0.0000      -7899.1      -11131.      -237.62    
  83.39174236       1.0000       0.0000       3627.0       7399.4       4836.0       0.0000       3256.5      -20.310       0.0000      -7899.6      -11130.      -82.989    
  84.89174236       1.0000       0.0000       3627.0       7297.3       4836.0       0.0000       3280.4      -15.026       0.0000      -7900.3      -11024.      -120.55    
  86.39174236       1.0000       0.0000       3627.0       7168.2       4836.0       0.0000       3321.4      -8.8819       0.0000      -7901.6      -10870.      -196.35    
  87.89174236       1.0000       0.0000       3627.0       7058.1       4836.0       0.0000       3330.9      -22.126       0.0000      -7901.5      -10713.      -229.44    
  89.39174236       1.0000       0.0000       3627.0       6916.8       4836.0       0.0000       3330.8      -38.641       0.0000      -7901.5      -10549.      -233.33    
  90.89174236       1.0000       0.0000       3627.0       6765.2       4836.0       0.0000       3327.5      -50.008       0.0000      -7901.5      -10379.      -235.51    
  92.39174236       1.0000       0.0000       3627.0       6612.4       4836.0       0.0000       3323.9      -57.263       0.0000      -7901.4      -10215.      -236.04    
  93.89174236       1.0000       0.0000       3627.0       6477.9       4836.0       0.0000       3316.5      -60.411       0.0000      -7901.1      -10063.      -241.90    
  95.39174236       1.0000       0.0000       3627.0       6303.3       4836.0       0.0000       3333.6      -62.440       0.0000      -7901.9      -9922.8      -229.51    
  95.99867698       1.0000       0.0000       3627.0       6249.5       4836.0       0.0000       3336.1      -62.654       0.0000      -7901.7      -9868.3      -229.52    
  95.99867698       1.0000       0.0000       3627.0       6249.5       4836.0       0.0000       3336.1      -62.654       0.0000      -7901.7      -9868.3      -229.52    
  98.39867698       1.0000       0.0000       3627.0       6044.7       4836.0       0.0000       3330.2      -61.856       0.0000      -7901.5      -9664.4      -222.02    
  98.42018602       1.0000       0.0000       3627.0       6042.7       4836.0       0.0000       3330.2      -61.813       0.0000      -7901.5      -9662.6      -222.02    
  98.46320408       1.0000       0.0000       3627.0       6038.9       4836.0       0.0000       3330.3      -61.710       0.0000      -7901.5      -9659.0      -222.03    
  98.54924022       1.0000       0.0000       3627.0       6031.6       4836.0       0.0000       3330.3      -61.561       0.0000      -7901.5      -9651.8      -222.05    
  98.72131250       1.0000       0.0000       3627.0       6017.3       4836.0       0.0000       3330.4      -61.408       0.0000      -7901.5      -9637.5      -222.09    
  99.06545705       1.0000       0.0000       3627.0       5990.2       4836.0       0.0000       3329.9      -61.149       0.0000      -7901.4      -9609.4      -222.14    
  99.12575869       1.0000       0.0000       3627.0       5985.9       4836.0       0.0000       3329.7      -60.973       0.0000      -7901.3      -9604.6      -222.13    
  99.16815800       1.0000       0.0000       3627.0       5983.2       4836.0       0.0000       3329.5      -60.884       0.0000      -7901.2      -9601.2      -222.12    
  99.16815800       1.0000       0.0000       3627.0       5983.2       4836.0       0.0000       3329.5      -60.884       0.0000      -7901.2      -9601.2      -222.12    
  101.0881580       1.0000       0.0000       3627.0       5851.7       4836.0       0.0000       3314.6      -57.807       0.0000      -7900.9      -9451.8      -228.40    
  101.2328607       1.0000       0.0000       3627.0       5841.7       4836.0       0.0000       3314.0      -57.383       0.0000      -7900.9      -9440.8      -229.50    
  101.5222661       1.0000       0.0000       3627.0       5822.8       4836.0       0.0000       3312.9      -56.709       0.0000      -7900.8      -9419.3      -231.72    
  101.5739371       1.0000       0.0000       3627.0       5819.5       4836.0       0.0000       3312.7      -56.594       0.0000      -7900.8      -9415.5      -232.12    
  101.6772792       1.0000       0.0000       3627.0       5812.9       4836.0       0.0000       3312.3      -56.369       0.0000      -7900.8      -9408.0      -232.91    
  101.7806213       1.0000       0.0000       3627.0       5806.3       4836.0       0.0000       3311.9      -56.142       0.0000      -7900.8      -9400.5      -233.70    
  101.7806213       1.0000       0.0000       3627.0       5806.3       4836.0       0.0000       3311.9      -56.141       0.0000      -7900.8      -9400.5      -233.70    
  102.5253021       1.0000       0.0000       3627.0       5759.0       4836.0       0.0000       3309.1      -54.561       0.0000      -7900.7      -9349.4      -236.39    
  102.5703194       1.0000       0.0000       3627.0       5756.1       4836.0       0.0000       3308.9      -54.460       0.0000      -7900.7      -9346.4      -236.48    
  102.6603540       1.0000       0.0000       3627.0       5750.4       4836.0       0.0000       3308.6      -54.240       0.0000      -7900.7      -9340.4      -236.65    
  102.8404233       1.0000       0.0000       3627.0       5739.2       4836.0       0.0000       3307.9      -53.767       0.0000      -7900.7      -9328.7      -237.00    
  103.0823465       1.0000       0.0000       3627.0       5724.3       4836.0       0.0000       3306.9      -53.203       0.0000      -7900.7      -9313.6      -236.58    
  103.0823465       1.0000       0.0000       3627.0       5724.3       4836.0       0.0000       3306.9      -53.203       0.0000      -7900.7      -9313.6      -236.58    
  103.6780911       1.0000       0.0000       3627.0       5687.8       4836.0       0.0000       3303.2      -51.881       0.0000      -7900.5      -9278.9      -231.27    
  104.2738357       1.0000       0.0000       3627.0       5653.6       4836.0       0.0000       3299.3      -49.911       0.0000      -7900.4      -9246.6      -227.77    
  105.4653249       1.0000       0.0000       3627.0       5565.3       4836.0       0.0000       3290.9      -57.916       0.0000      -7900.3      -9200.3      -169.23    
  106.9653249       1.0000       0.0000       3627.0       5312.0       4836.0       0.0000       3285.2      -109.44       0.0000      -7900.8      -9210.9       151.03    
  108.4653249       1.0000       0.0000       3627.0       5113.6       4836.0       0.0000       3274.2      -116.46       0.0000      -7900.2      -9130.2       287.53    
  109.9653249       1.0000       0.0000       3627.0       5066.7       4836.0       0.0000       3290.4      -53.125       0.0000      -7900.2      -8917.3       33.525    
  111.3042625       1.0000       0.0000       3627.0       5078.3       4836.0       0.0000       3320.4      -6.5909       0.0000      -7900.9      -8753.7      -222.68    
  111.3042625       1.0000       0.0000       3627.0       5078.3       4836.0       0.0000       3320.4      -6.5909       0.0000      -7900.9      -8753.7      -222.68    
  113.2106452       1.0000       0.0000       3627.0       5073.5       4836.0       0.0000       3305.1      -16.355       0.0000      -7900.0      -8683.7      -246.23    
  114.7106452       1.0000       0.0000       3627.0       5029.7       4836.0       0.0000       3308.1      -15.076       0.0000      -7900.6      -8655.6      -242.20    
  116.2106452       1.0000       0.0000       3627.0       5039.4       4836.0       0.0000       3301.9      -10.372       0.0000      -7900.1      -8651.7      -251.97    
  117.7106452       1.0000       0.0000       3627.0       5045.1       4836.0       0.0000       3301.7      -5.3897       0.0000      -7900.1      -8666.6      -249.39    
  119.2106452       1.0000       0.0000       3627.0       5073.5       4836.0       0.0000       3298.4      0.19818       0.0000      -7899.9      -8694.7      -251.26    
  120.0122443       1.0000       0.0000       3627.0       5090.4       4836.0       0.0000       3297.5       3.1280       0.0000      -7899.9      -8712.7      -252.59    
  120.0122443       1.0000       0.0000       3627.0       5090.4       4836.0       0.0000       3297.5       3.1280       0.0000      -7899.9      -8712.7      -252.59    
  122.4122443       1.0000       0.0000       3627.0       5128.2       4836.0       0.0000       3307.3       8.4045       0.0000      -7900.0      -8770.9      -245.91    
  123.9122443       1.0000       0.0000       3627.0       5228.7       4836.0       0.0000       3279.0       13.616       0.0000      -7898.9      -8813.8      -274.91    
  125.4122443       1.0000       0.0000       3627.0       5326.0       4836.0       0.0000       3257.5       20.233       0.0000      -7898.4      -8876.8      -296.93    
  126.9122443       1.0000       0.0000       3627.0       5343.9       4836.0       0.0000       3276.8       24.104       0.0000      -7899.6      -8953.3      -272.73    
  128.4122443       1.0000       0.0000       3627.0       5387.9       4836.0       0.0000       3291.9       26.079       0.0000      -7899.8      -9028.5      -257.17    
  129.9122443       1.0000       0.0000       3627.0       5411.0       4836.0       0.0000       3294.2       10.513       0.0000      -7899.9      -9109.0      -182.41    
  131.4122443       1.0000       0.0000       3627.0       5364.8       4836.0       0.0000       3289.9      -18.749       0.0000      -7900.0      -9184.5      -24.938    
  132.9122443       1.0000       0.0000       3627.0       5252.7       4836.0       0.0000       3290.2      -44.901       0.0000      -7900.4      -9253.2       180.75    
  134.4122443       1.0000       0.0000       3627.0       5315.2       4836.0       0.0000       3271.6      -8.7116       0.0000      -7898.9      -9204.9       56.261    
  135.9122443       1.0000       0.0000       3627.0       5527.6       4836.0       0.0000       3257.3       53.086       0.0000      -7897.9      -9108.2      -302.60    
  137.4122443       1.0000       0.0000       3627.0       5607.3       4836.0       0.0000       3249.1       42.764       0.0000      -7898.4      -9170.8      -302.42    
  138.9122443       1.0000       0.0000       3627.0       5691.1       4836.0       0.0000       3249.3       41.856       0.0000      -7898.4      -9250.3      -308.68    
  140.4122443       1.0000       0.0000       3627.0       5750.7       4836.0       0.0000       3257.9       41.181       0.0000      -7898.8      -9340.6      -288.12    
  141.9122443       1.0000       0.0000       3627.0       5859.0       4836.0       0.0000       3255.1       42.431       0.0000      -7898.4      -9433.8      -298.51    
  143.4122443       1.0000       0.0000       3627.0       5958.6       4836.0       0.0000       3252.6       43.060       0.0000      -7898.4      -9528.3      -301.88    
  144.0260881       1.0000       0.0000       3627.0       5999.2       4836.0       0.0000       3251.6       43.349       0.0000      -7898.4      -9567.1      -303.02    
  144.0260881       1.0000       0.0000       3627.0       5999.2       4836.0       0.0000       3251.6       43.349       0.0000      -7898.4      -9567.1      -303.02    
  146.4260881       1.0000       0.0000       3627.0       6131.1       4836.0       0.0000       3257.0       42.825       0.0000      -7898.8      -9712.0      -297.97    
  147.9260881       1.0000       0.0000       3627.0       6206.3       4836.0       0.0000       3260.5       40.727       0.0000      -7898.8      -9791.1      -293.91    
  149.4260881       1.0000       0.0000       3627.0       6281.9       4836.0       0.0000       3260.5       38.265       0.0000      -7898.7      -9859.8      -297.21    
  150.9260881       1.0000       0.0000       3627.0       6340.0       4836.0       0.0000       3261.2       35.046       0.0000      -7898.8      -9919.2      -293.38    
  152.4260881       1.0000       0.0000       3627.0       6410.4       4836.0       0.0000       3251.2       32.249       0.0000      -7898.4      -9971.4      -296.02    
  153.9260881       1.0000       0.0000       3627.0       6421.1       4836.0       0.0000       3247.5       15.474       0.0000      -7898.7      -10032.      -227.75    
  155.4260881       1.0000       0.0000       3627.0       6384.6       4836.0       0.0000       3250.1      -6.8215       0.0000      -7899.0      -10087.      -117.37    
  156.9260881       1.0000       0.0000       3627.0       6228.1       4836.0       0.0000       3246.9      -59.698       0.0000      -7899.4      -10203.       212.67    
  158.4260881       1.0000       0.0000       3627.0       6119.8       4836.0       0.0000       3239.9      -54.373       0.0000      -7899.0      -10245.       365.67    
  159.9260881       1.0000       0.0000       3627.0       6458.1       4836.0       0.0000       3229.7       67.093       0.0000      -7896.7      -9995.5      -335.25    
  161.4260881       1.0000       0.0000       3627.0       6586.9       4836.0       0.0000       3217.5       52.608       0.0000      -7897.3      -10075.      -356.26    
  162.9260881       1.0000       0.0000       3627.0       6672.0       4836.0       0.0000       3217.1       49.545       0.0000      -7897.6      -10167.      -349.08    
  164.4260881       1.0000       0.0000       3627.0       6801.1       4836.0       0.0000       3210.9       51.636       0.0000      -7897.1      -10281.      -359.01    
  165.9260881       1.0000       0.0000       3627.0       6923.1       4836.0       0.0000       3211.7       54.337       0.0000      -7897.3      -10411.      -356.79    
  167.4260881       1.0000       0.0000       3627.0       7106.7       4836.0       0.0000       3200.2       60.049       0.0000      -7896.6      -10557.      -385.55    
  168.0330822       1.0000       0.0000       3627.0       7175.8       4836.0       0.0000       3196.0       61.887       0.0000      -7896.5      -10619.      -390.06    
  168.0330822       1.0000       0.0000       3627.0       7175.8       4836.0       0.0000       3196.0       61.887       0.0000      -7896.5      -10619.      -390.06    
  170.4330822       1.0000       0.0000       3627.0       7449.8       4836.0       0.0000       3198.5       70.955       0.0000      -7896.6      -10898.      -400.08    
  171.9330822       1.0000       0.0000       3627.0       7594.9       4836.0       0.0000       3202.6       73.058       0.0000      -7897.0      -11077.      -373.25    
  173.4330822       1.0000       0.0000       3627.0       7725.2       4836.0       0.0000       3213.1       72.393       0.0000      -7897.3      -11236.      -356.15    
  174.9330822       1.0000       0.0000       3627.0       7842.9       4836.0       0.0000       3220.1       67.821       0.0000      -7897.6      -11364.      -346.63    
  176.4330822       1.0000       0.0000       3627.0       7924.9       4836.0       0.0000       3226.7       59.621       0.0000      -7897.9      -11457.      -333.80    
  177.9330822       1.0000       0.0000       3627.0       7933.2       4836.0       0.0000       3231.5       32.478       0.0000      -7898.3      -11531.      -244.05    
  179.4330822       1.0000       0.0000       3627.0       7703.9       4836.0       0.0000       3236.1      -47.590       0.0000      -7899.5      -11693.       224.04    
  180.9330822       1.0000       0.0000       3627.0       7430.6       4836.0       0.0000       3234.6      -96.089       0.0000      -7899.6      -11773.       628.60    
  182.4330822       1.0000       0.0000       3627.0       7390.8       4836.0       0.0000       3240.4      -38.336       0.0000      -7898.8      -11487.       315.36    
  183.9330822       1.0000       0.0000       3627.0       7586.1       4836.0       0.0000       3245.2       49.931       0.0000      -7897.8      -11157.      -303.57    
  185.4330822       1.0000       0.0000       3627.0       7565.8       4836.0       0.0000       3240.6       20.462       0.0000      -7898.6      -11094.      -307.22    
  186.9330822       1.0000       0.0000       3627.0       7562.2       4836.0       0.0000       3224.1       8.2527       0.0000      -7898.0      -11034.      -332.46    
  188.4330822       1.0000       0.0000       3627.0       7558.2       4836.0       0.0000       3219.3       3.8973       0.0000      -7898.0      -11004.      -353.36    
  189.9330822       1.0000       0.0000       3627.0       7556.0       4836.0       0.0000       3220.6       3.5722       0.0000      -7898.1      -11007.      -350.35    
  191.4330822       1.0000       0.0000       3627.0       7620.4       4836.0       0.0000       3209.6       8.8205       0.0000      -7897.4      -11043.      -370.28    
  192.0396767       1.0000       0.0000       3627.0       7639.7       4836.0       0.0000       3208.5       11.141       0.0000      -7897.5      -11063.      -373.56    
  192.0396767       1.0000       0.0000       3627.0       7639.7       4836.0       0.0000       3208.5       11.141       0.0000      -7897.5      -11063.      -373.56    
  194.4396767       1.0000       0.0000       3627.0       7748.7       4836.0       0.0000       3208.2       22.351       0.0000      -7897.3      -11186.      -371.63    
  195.9396767       1.0000       0.0000       3627.0       7854.4       4836.0       0.0000       3205.6       29.536       0.0000      -7897.1      -11284.      -383.34    
  197.4396767       1.0000       0.0000       3627.0       7952.5       4836.0       0.0000       3205.4       35.099       0.0000      -7897.2      -11391.      -380.52    
  198.9396767       1.0000       0.0000       3627.0       8031.9       4836.0       0.0000       3212.1       38.239       0.0000      -7897.5      -11495.      -366.96    
  200.4396767       1.0000       0.0000       3627.0       8108.9       4836.0       0.0000       3216.0       38.674       0.0000      -7897.6      -11587.      -355.77    
  201.9396767       1.0000       0.0000       3627.0       8076.7       4836.0       0.0000       3220.3       8.6993       0.0000      -7898.2      -11679.      -204.88    
  203.4396767       1.0000       0.0000       3627.0       7680.4       4836.0       0.0000       3225.3      -105.49       0.0000      -7900.0      -12009.       632.14    
  204.9396767       1.0000       0.0000       3627.0       7222.2       4836.0       0.0000       3226.6      -176.18       0.0000      -7900.3      -12157.       1309.3    
  206.4396767       1.0000       0.0000       3627.0       7030.5       4836.0       0.0000       3231.1      -119.81       0.0000      -7899.2      -11783.       1063.5    
  207.9396767       1.0000       0.0000       3627.0       7560.0       4836.0       0.0000       3220.4       87.611       0.0000      -7895.5      -11102.      -343.01    
  209.4396767       1.0000       0.0000       3627.0       7635.8       4836.0       0.0000       3209.6       50.125       0.0000      -7897.3      -11101.      -368.74    
  210.9396767       1.0000       0.0000       3627.0       7696.9       4836.0       0.0000       3198.3       38.878       0.0000      -7897.1      -11116.      -393.39    
  212.4396767       1.0000       0.0000       3627.0       7766.1       4836.0       0.0000       3194.0       36.831       0.0000      -7897.0      -11176.      -398.13    
  213.9396767       1.0000       0.0000       3627.0       7844.3       4836.0       0.0000       3194.1       38.950       0.0000      -7897.0      -11272.      -384.28    
  215.4396767       1.0000       0.0000       3627.0       7965.6       4836.0       0.0000       3197.2       44.667       0.0000      -7896.9      -11390.      -396.61    
  216.0462981       1.0000       0.0000       3627.0       8013.6       4836.0       0.0000       3198.1       46.477       0.0000      -7896.9      -11443.      -394.66    
  216.0462981       1.0000       0.0000       3627.0       8013.6       4836.0       0.0000       3198.1       46.477       0.0000      -7896.9      -11443.      -394.66    
  216.0942981       1.0000       0.0000       3627.0       8016.9       4836.0       0.0000       3198.2       46.014       0.0000      -7897.1      -11447.      -392.65    
  216.1422981       1.0000       0.0000       3627.0       8019.0       4836.0       0.0000       3198.5       45.615       0.0000      -7897.3      -11452.      -390.64    
  216.2382981       1.0000       0.0000       3627.0       8021.4       4836.0       0.0000       3199.2       45.553       0.0000      -7897.4      -11460.      -386.61    
  216.4302981       1.0000       0.0000       3627.0       8025.2       4836.0       0.0000       3201.2       46.345       0.0000      -7897.6      -11477.      -378.54    
  216.8142981       1.0000       0.0000       3627.0       8037.1       4836.0       0.0000       3207.1       47.895       0.0000      -7897.7      -11511.      -365.55    
  217.5822981       1.0000       0.0000       3627.0       8087.1       4836.0       0.0000       3214.5       49.554       0.0000      -7897.6      -11579.      -354.13    
  219.0822981       1.0000       0.0000       3627.0       8208.2       4836.0       0.0000       3214.8       48.936       0.0000      -7897.3      -11690.      -359.80    
  220.5822981       1.0000       0.0000       3627.0       8256.3       4836.0       0.0000       3225.1       42.907       0.0000      -7898.0      -11768.      -336.40    
  222.0822981       1.0000       0.0000       3627.0       8273.1       4836.0       0.0000       3235.9       33.898       0.0000      -7898.5      -11804.      -318.94    
  223.5822981       1.0000       0.0000       3627.0       8263.1       4836.0       0.0000       3242.7       22.889       0.0000      -7898.7      -11798.      -309.61    
  225.0822981       1.0000       0.0000       3627.0       8189.0       4836.0       0.0000       3249.2       2.4821       0.0000      -7899.2      -11754.      -264.65    
  226.5822981       1.0000       0.0000       3627.0       7900.3       4836.0       0.0000       3246.5      -75.861       0.0000      -7900.0      -11800.       154.95    
  228.0822981       1.0000       0.0000       3627.0       7462.4       4836.0       0.0000       3252.5      -150.05       0.0000      -7900.9      -11830.       689.69    
  228.7078879       1.0000       0.0000       3627.0       7351.7       4836.0       0.0000       3251.9      -142.80       0.0000      -7900.0      -11700.       664.60    
  228.7078879       1.0000       0.0000       3627.0       7351.7       4836.0       0.0000       3251.9      -142.80       0.0000      -7900.0      -11700.       664.60    
  229.9366879       1.0000       0.0000       3627.0       7140.5       4836.0       0.0000       3254.8      -111.45       0.0000      -7899.6      -11431.       569.12    
  230.0768452       1.0000       0.0000       3627.0       7145.2       4836.0       0.0000       3255.2      -84.371       0.0000      -7898.7      -11343.       447.68    
  230.3571599       1.0000       0.0000       3627.0       7178.3       4836.0       0.0000       3254.9      -57.025       0.0000      -7898.1      -11207.       253.20    
